symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
0,108,nissan,gas,std,,sedan,fwd,front,100.4,184.6,66.5,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200,19,25,13499
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900,31,36,5118
2,,isuzu,gas,,two,hatchback,rwd,front,,172.6,65.2,51.4,2734,ohc,four,119,spfi,3.43,3.23,9.2,90,,24,29,11048
0,,toyota,diesel,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,36,7898
2,161,mitsubishi,gas,,,hatchback,fwd,front,93.7,157.3,64.4,50.8,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,37,41,5389
0,?,bmw,gas,std,four,sedan,rwd,front,110.0,197.0,70.9,56.3,3505,,six,209,mpfi,3.62,3.39,8.0,182,,15,20,36880
1,118,dodge,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1876,ohc,four,90,2bbl,2.97,3.23,9.41,68,5500,37,41,5572
2,122,volkswagen,gas,std,two,sedan,fwd,front,,171.7,65.5,,2209,ohc,four,,mpfi,3.19,3.4,9.0,85,5250,27,34,7975
0,102,subaru,gas,std,four,sedan,4wd,,97.0,172.0,65.4,54.3,2385,ohcf,four,,2bbl,3.62,2.64,9.0,82,4800,24,25,9233
0,106,honda,,std,two,hatchback,fwd,,96.5,167.5,,53.3,2236,,four,,1bbl,,3.58,9.0,86,5800,27,33,7895
1,148,dodge,gas,std,four,hatchback,fwd,front,93.7,157.3,63.8,,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229
2,137,honda,gas,std,two,,fwd,,86.6,144.6,63.9,50.8,1819,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,31,38,6855
0,102,subaru,gas,std,four,sedan,fwd,,97.2,172.0,65.4,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,33,7775
0,188,bmw,gas,,two,sedan,rwd,,101.2,176.8,64.8,54.3,2710,ohc,six,,mpfi,3.31,,9.0,121,4250,21,28,20970
2,94,volkswagen,gas,std,four,sedan,,front,97.3,171.7,65.5,,2212,,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,8195
-1,65,toyota,,std,four,hatchback,fwd,front,102.4,175.6,,53.9,2458,ohc,four,122,mpfi,3.31,3.54,,,4200,27,32,11248
2,192,bmw,gas,std,,sedan,rwd,front,101.2,176.8,,54.3,2395,ohc,four,108,,3.5,2.8,8.8,101,5800,23,29,
0,188,bmw,gas,std,two,sedan,rwd,front,,176.8,64.8,54.3,2710,ohc,six,,mpfi,3.31,3.19,9.0,121,4250,21,28,20970
1,122,nissan,gas,std,,sedan,fwd,front,,165.3,63.8,54.5,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7499
-1,65,toyota,gas,std,four,hatchback,fwd,,102.4,175.6,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,,32,11248
0,106,nissan,gas,std,four,sedan,fwd,front,97.2,173.4,65.2,54.7,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,9549
0,106,honda,gas,std,,hatchback,fwd,,96.5,167.5,65.2,53.3,2236,ohc,four,110,,3.15,3.58,9.0,86,5800,27,33,7895
3,?,alfa-romero,gas,std,two,convertible,rwd,front,88.6,168.8,64.1,48.8,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111,5000,21,27,13495
0,106,honda,gas,std,two,hatchback,fwd,front,96.5,167.5,65.2,53.3,2289,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,27,33,9095
1,148,dodge,,std,four,sedan,fwd,front,93.7,157.3,63.8,50.6,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,7609
0,110,honda,gas,std,four,sedan,fwd,front,96.5,163.4,64.0,54.5,,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,,34,7295
0,91,toyota,diesel,std,four,hatchback,fwd,,95.7,166.3,64.4,52.8,2275,ohc,four,,idi,3.27,3.35,22.5,56,4500,38,47,7788
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536,ohc,four,146,,,3.5,,116,4800,24,30,9639
0,102,subaru,gas,std,four,sedan,fwd,front,,,65.4,52.5,,ohcf,four,108,2bbl,3.62,,9.5,,4400,28,33,7775
2,137,honda,gas,std,,hatchback,fwd,front,86.6,144.6,63.9,,1713,,four,92,1bbl,2.91,,9.6,58,4800,49,54,6479
3,?,porsche,gas,,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,32528
2,?,audi,gas,std,two,,fwd,front,99.8,177.3,66.3,53.1,2507,ohc,five,136,mpfi,,3.4,8.5,110,5500,19,25,15250
-1,137,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,,dohc,six,171,mpfi,3.27,3.35,9.3,161,,19,24,15998
0,85,subaru,gas,turbo,four,wagon,4wd,front,96.9,,65.4,54.9,2650,ohcf,four,108,mpfi,,2.64,7.7,,4800,23,23,11694
2,137,honda,gas,std,,,fwd,front,86.6,144.6,63.9,50.8,1713,ohc,four,92,1bbl,2.91,,9.6,58,4800,49,54,6479
,106,nissan,gas,std,four,hatchback,fwd,front,97.2,173.4,,54.7,2324,ohc,four,120,2bbl,,3.47,8.5,97,5200,,34,8949
3,142,mercedes-benz,gas,std,two,convertible,rwd,front,96.6,180.3,70.5,50.8,3685,ohcv,eight,234,,3.46,3.1,8.3,155,4750,16,18,35056
0,?,isuzu,gas,std,four,sedan,fwd,front,94.5,155.9,63.6,52.0,1909,,four,90,2bbl,3.03,3.11,9.6,,5400,38,,?
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,,,2912,ohc,four,,mpfi,3.78,3.15,9.5,114,5400,23,28,12940
1,122,nissan,gas,,,sedan,,front,94.5,165.3,63.8,54.5,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7499
2,134,toyota,gas,,two,,rwd,front,98.4,176.2,65.6,52.0,,,four,146,,3.62,3.5,9.3,116,4800,24,30,11199
3,?,alfa-romero,gas,std,,,rwd,front,88.6,168.8,64.1,48.8,2548,,four,130,mpfi,3.47,2.68,9.0,111,5000,21,27,13495
2,134,toyota,gas,,two,hatchback,rwd,front,,,65.6,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549
3,150,mazda,gas,,two,hatchback,rwd,front,95.3,169.0,65.7,49.6,2380,rotor,two,70,4bbl,?,?,9.4,101,6000,17,23,11845
1,158,audi,gas,turbo,four,sedan,fwd,front,105.8,192.7,71.4,55.9,,ohc,five,131,mpfi,3.13,3.4,8.3,140,5500,,20,23875
2,164,,gas,std,four,,,front,99.4,176.6,66.4,54.3,2824,ohc,five,136,mpfi,3.19,3.4,8.0,115,5500,18,22,17450
2,,mitsubishi,gas,std,two,hatchback,,front,93.7,157.3,64.4,50.8,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,31,38,6669
0,?,peugot,gas,std,four,wagon,rwd,front,114.2,198.9,68.4,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,16695
1,158,audi,gas,turbo,,sedan,fwd,front,,192.7,,55.9,3086,ohc,five,131,mpfi,3.13,3.4,8.3,140,5500,17,20,23875
2,134,toyota,gas,std,two,convertible,rwd,front,98.4,,,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,,24,30,17669
-1,95,volvo,gas,turbo,,sedan,rwd,front,,188.8,,55.5,3062,ohc,four,141,mpfi,,3.15,9.5,,5400,19,25,22625
1,118,dodge,gas,,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,ohc,four,98,mpfi,3.03,3.39,7.6,102,5500,24,30,7957
-1,,volvo,gas,,,sedan,rwd,front,109.1,188.8,68.8,55.5,3049,ohc,four,141,,3.78,3.15,8.7,160,,19,25,19045
2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9989
0,85,subaru,gas,turbo,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650,ohcf,four,,mpfi,3.62,2.64,7.7,111,,23,23,11694
0,108,nissan,gas,std,four,wagon,,front,100.4,184.6,66.5,56.1,3296,,six,181,mpfi,3.43,3.27,9.0,152,5200,17,,14399
,129,mazda,,,two,hatchback,fwd,front,98.8,177.8,66.5,53.7,2385,ohc,four,122,,3.39,3.39,8.6,84,4800,26,,8845
1,125,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,6989
1,168,,,std,two,hatchback,,front,94.5,168.7,64.0,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,,34,8238
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,16630
1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,,,,mpfi,3.24,3.08,9.4,,6600,26,,9538
3,?,mitsubishi,gas,turbo,two,hatchback,fwd,,95.9,173.2,66.3,50.2,2921,ohc,four,156,,3.59,3.86,7.0,145,5000,19,,14869
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.8,,3049,ohc,,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045
,95,volvo,gas,turbo,four,sedan,,front,109.1,,,55.5,3049,ohc,,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045
1,,nissan,gas,,two,sedan,fwd,front,94.5,165.3,63.8,54.5,1889,ohc,four,97,2bbl,3.15,3.29,9.4,,5200,,37,5499
-1,137,mitsubishi,gas,std,,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,ohc,four,,spdi,,3.46,7.5,116,5500,23,30,9279
-1,90,toyota,gas,std,,sedan,rwd,,104.5,187.8,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,,5200,,24,15690
1,119,plymouth,,turbo,two,hatchback,fwd,front,93.7,157.3,63.8,,2128,ohc,,98,spdi,3.03,3.39,7.6,,5500,24,30,7957
0,,toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,3110,ohc,,92,2bbl,3.05,3.03,9.0,62,4800,27,32,8778
-1,95,volvo,gas,turbo,four,sedan,rwd,front,,188.8,68.9,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625
0,,,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190,ohcf,four,,2bbl,3.62,2.64,9.5,82,4400,28,33,7775
2,94,volkswagen,diesel,turbo,four,sedan,fwd,front,,171.7,65.5,55.7,2319,ohc,four,,idi,3.01,3.4,23.0,68,,37,42,9495
2,94,,diesel,turbo,four,sedan,,front,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500,37,42,9495
2,?,,gas,std,two,sedan,fwd,front,99.8,,66.3,53.1,2507,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,25,15250
1,104,mazda,gas,std,two,hatchback,,front,93.1,159.1,64.2,54.1,1900,ohc,four,91,2bbl,,3.15,9.0,68,5000,31,,6095
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,157.9,63.6,53.7,2120,ohcf,four,,2bbl,3.62,2.64,8.7,73,4400,26,31,7053
2,121,chevrolet,gas,std,two,hatchback,fwd,front,88.4,141.1,,53.2,,l,three,61,,2.91,3.03,9.5,,5100,47,,
1,?,mercedes-benz,gas,std,two,hardtop,,front,112.0,199.2,72.0,55.4,3715,ohcv,,304,mpfi,3.8,3.35,8.0,184,4500,14,16,45400
1,?,porsche,gas,std,two,hatchback,rwd,,98.4,175.7,72.3,50.5,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,,5750,,28,?
1,113,mazda,gas,std,four,sedan,fwd,,93.1,166.8,64.2,,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68,5000,31,38,
1,?,bmw,gas,std,four,sedan,rwd,front,103.5,189.0,66.9,55.7,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,20,25,24565
0,,volkswagen,gas,std,,sedan,fwd,front,100.4,,66.9,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,24,13295
0,106,,gas,std,four,hatchback,fwd,front,97.2,173.4,65.2,54.7,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97,,27,34,8949
-1,93,mercedes-benz,diesel,turbo,four,wagon,rwd,front,110.0,190.9,70.3,58.7,3750,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,28248
0,,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,33,7775
1,107,honda,gas,std,,sedan,fwd,,96.5,169.1,66.0,51.0,2293,,four,110,2bbl,3.15,3.58,9.1,100,5500,25,31,10345
-1,95,volvo,gas,turbo,four,sedan,rwd,front,,188.8,68.8,55.5,3049,ohc,four,141,,3.78,3.15,8.7,160,5300,19,25,19045
0,?,bmw,gas,std,two,sedan,rwd,front,103.5,193.8,67.9,53.7,3380,ohc,six,209,mpfi,3.62,3.39,,182,5400,16,22,41315
1,103,nissan,gas,std,four,,fwd,front,94.5,170.2,63.8,53.5,2037,ohc,four,,2bbl,3.15,3.29,9.4,69,5200,31,37,7999
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,,3075,l,,120,mpfi,3.46,,8.4,97,5000,19,24,16630
1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,,63.6,,2040,ohc,four,92,,3.05,3.03,,62,4800,,38,6338
0,?,mercedes-benz,gas,std,four,sedan,rwd,,120.9,208.1,71.7,56.7,3900,ohcv,eight,308,mpfi,3.8,,8.0,184,4500,14,16,
0,161,peugot,gas,,four,sedan,rwd,front,107.9,,68.4,56.7,3075,,four,120,mpfi,,3.19,8.4,97,5000,19,24,
3,145,dodge,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2811,ohc,four,156,mfi,3.6,,7.0,145,5000,19,24,12964
0,?,mazda,diesel,std,four,sedan,rwd,front,104.9,175.0,66.1,54.4,,ohc,four,134,idi,3.43,3.64,22.0,72,4200,31,,18344
,104,mazda,gas,std,two,hatchback,fwd,front,93.1,159.1,64.2,54.1,1890,ohc,,91,2bbl,3.03,3.15,9.0,68,5000,30,31,5195
,,mazda,gas,std,two,hatchback,fwd,front,98.8,177.8,66.5,53.7,2385,ohc,four,,,3.39,3.39,8.6,84,4800,26,32,8845
1,?,alfa-romero,gas,std,two,hatchback,rwd,front,94.5,171.2,65.5,,2823,ohcv,six,152,mpfi,,3.47,9.0,154,5000,19,26,16500
,108,nissan,gas,,four,sedan,fwd,,100.4,184.6,66.5,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200,19,,13499
2,164,audi,gas,std,four,sedan,4wd,front,99.4,176.6,66.4,54.3,2824,ohc,five,136,mpfi,3.19,3.4,8.0,115,5500,18,22,17450
1,148,,gas,turbo,,sedan,fwd,,93.7,157.3,63.8,50.6,2191,ohc,four,98,mpfi,3.03,3.39,7.6,102,5500,24,30,8558
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,,3020,l,four,120,mpfi,3.46,3.19,8.4,,5000,19,24,11900
2,83,subaru,,std,two,hatchback,,front,93.7,156.9,63.4,53.7,2050,ohcf,four,97,,3.62,,9.0,69,4900,31,36,5118
,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,,57.5,,,four,130,mpfi,,3.15,7.5,162,5100,17,22,18950
0,106,nissan,gas,std,four,sedan,fwd,front,97.2,173.4,65.2,,,ohc,four,120,,3.33,3.47,8.5,97,5200,27,34,9549
-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,,18950
1,?,mercury,,turbo,two,hatchback,,front,102.7,,68.0,54.8,2910,,four,140,mpfi,3.78,3.12,8.0,175,,19,,16503
1,?,bmw,,std,four,sedan,rwd,front,103.5,189.0,66.9,55.7,3055,ohc,six,164,,3.31,3.19,9.0,121,4250,20,25,24565
3,?,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2833,ohc,four,156,spdi,3.58,3.86,7.0,145,5000,19,24,12629
0,,jaguar,gas,std,four,sedan,,front,113.0,199.6,69.6,,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176,4750,15,19,32250
3,?,porsche,gas,std,two,hardtop,rwd,rear,89.5,,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,,5900,17,25,32528
0,?,isuzu,gas,std,four,sedan,fwd,front,94.5,155.9,63.6,52.0,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400,38,43,?
1,148,dodge,gas,turbo,,sedan,fwd,front,93.7,157.3,63.8,50.6,2191,ohc,four,,mpfi,3.03,3.39,7.6,102,5500,24,30,8558
1,158,audi,gas,std,four,,,front,105.8,,,55.7,,,five,136,mpfi,3.19,3.4,8.5,110,5500,19,25,17710
-2,,,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18420
1,103,nissan,gas,,four,,,front,94.5,170.2,63.8,53.5,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,
3,153,mitsubishi,,std,two,hatchback,,front,96.3,173.0,65.4,49.4,2328,ohc,four,,2bbl,3.35,3.46,8.5,88,5000,25,32,8499
1,125,,,turbo,four,sedan,fwd,,96.3,172.4,65.4,51.6,2403,,four,110,spdi,3.17,3.46,,116,5500,23,30,9279
2,104,saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,,2695,ohc,four,121,mpfi,,3.07,,110,5250,21,28,12170
2,94,volkswagen,gas,,four,sedan,fwd,front,97.3,171.7,65.5,,2212,ohc,,109,mpfi,,3.4,9.0,,,27,34,8195
-1,93,mercedes-benz,diesel,turbo,four,sedan,rwd,front,110.0,,70.3,56.5,3515,ohc,five,183,idi,3.58,3.64,,123,4350,22,25,25552
1,,mazda,gas,std,four,sedan,fwd,front,93.1,166.8,64.2,54.1,,ohc,four,91,2bbl,3.08,3.15,9.0,68,,31,38,7395
-2,103,volvo,gas,std,,sedan,rwd,front,,188.8,67.2,56.2,2912,ohc,four,141,,3.78,3.15,9.5,114,,23,,12940
-1,,toyota,gas,,,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10898
0,161,peugot,gas,turbo,four,sedan,rwd,front,108.0,186.7,68.3,56.0,3130,l,,134,mpfi,3.61,3.21,,142,5600,18,24,18150
3,197,toyota,,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976,dohc,six,,mpfi,3.27,3.35,9.3,161,5200,,24,16558
2,,volkswagen,gas,,four,,fwd,front,97.3,171.7,,55.7,2275,ohc,four,109,,3.19,3.4,9.0,85,5250,27,34,
2,104,saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2695,ohc,four,121,mpfi,,3.07,9.3,110,,21,28,12170
0,161,peugot,gas,,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3020,l,four,,mpfi,3.46,,8.4,97,5000,19,24,11900
1,104,mazda,gas,,two,hatchback,fwd,front,,159.1,64.2,54.1,,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,30,31,5195
0,106,honda,gas,std,two,hatchback,,front,,167.5,65.2,53.3,2236,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,27,33,7895
2,83,subaru,gas,std,,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050,ohcf,four,,2bbl,3.62,2.36,9.0,69,4900,31,36,5118
3,197,toyota,gas,std,two,,rwd,front,,183.5,67.7,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,,5200,,24,15998
1,122,nissan,gas,std,four,sedan,fwd,,94.5,165.3,63.8,54.5,1938,,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6849
1,98,chevrolet,gas,std,,hatchback,fwd,front,,,63.6,,1874,ohc,four,90,2bbl,3.03,3.11,,70,5400,38,43,6295
0,?,audi,,turbo,two,hatchback,4wd,front,,178.2,67.9,52.0,3053,ohc,five,131,mpfi,3.13,3.4,7.0,160,5500,16,22,?
1,148,dodge,gas,std,four,sedan,fwd,front,,157.3,63.8,50.6,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6692
0,145,jaguar,gas,std,four,sedan,rwd,front,113.0,199.6,69.6,52.8,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176,,15,19,32250
1,128,,diesel,,two,sedan,,front,94.5,165.3,63.8,54.5,2017,ohc,four,103,idi,,3.47,21.9,55,4800,45,50,7099
0,?,,gas,std,four,,rwd,front,114.2,198.9,68.4,,,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,16695
0,188,bmw,gas,,four,sedan,rwd,front,101.2,176.8,64.8,54.3,2765,ohc,six,164,mpfi,3.31,3.19,9.0,,4250,21,28,21105
0,106,,gas,std,four,hatchback,fwd,front,97.2,173.4,65.2,,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,,
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,8495
0,192,,gas,,four,sedan,rwd,,101.2,176.8,64.8,54.3,2395,,four,108,mpfi,3.5,2.8,8.8,101,5800,23,29,
,161,peugot,gas,std,,,,front,107.9,186.7,,56.7,3075,,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,16630
1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,,38,7609
1,118,dodge,gas,,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1876,ohc,four,,2bbl,2.97,3.23,9.4,68,5500,31,38,6377
3,?,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,,66.3,,2926,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,19,24,14489
-1,,,gas,,four,sedan,rwd,front,115.6,202.6,71.7,56.5,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,18,34184
1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538
,154,plymouth,gas,std,,sedan,fwd,front,93.7,167.3,63.8,50.8,1989,ohc,four,90,2bbl,2.97,,9.4,68,5500,31,38,6692
3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,,3.07,9.0,160,5500,19,26,18150
1,128,nissan,gas,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,1951,ohc,four,97,,3.15,3.29,9.4,69,5200,31,37,7299
1,,dodge,gas,std,four,hatchback,fwd,front,93.7,,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,
0,?,bmw,gas,std,two,sedan,rwd,front,103.5,193.8,67.9,53.7,3380,ohc,six,209,mpfi,,3.39,8.0,182,5400,16,22,41315
2,134,toyota,gas,std,two,hatchback,rwd,front,,176.2,65.6,52.0,2551,ohc,,146,mpfi,3.62,3.5,,116,,24,30,
-1,110,dodge,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,four,122,2bbl,3.34,3.46,8.5,88,5000,24,30,8921
2,,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,,97,idi,3.01,3.4,23.0,68,4500,37,42,9495
,?,mazda,diesel,std,four,sedan,rwd,front,104.9,175.0,66.1,,2700,,four,134,idi,3.43,,22.0,,4200,31,39,18344
3,,mitsubishi,gas,turbo,two,hatchback,fwd,,95.9,173.2,66.3,50.2,,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,,24,14489
,,mazda,gas,std,two,hatchback,rwd,front,95.3,,65.7,49.6,2380,rotor,two,70,4bbl,?,?,9.4,101,,17,23,11845
-1,?,mercedes-benz,gas,std,four,,,front,115.6,202.6,,56.5,3740,ohcv,eight,,mpfi,3.46,3.1,8.3,,4750,16,18,34184
0,188,bmw,gas,std,four,sedan,rwd,front,,176.8,64.8,54.3,,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,21,28,
0,106,honda,,std,two,hatchback,fwd,front,96.5,167.5,65.2,53.3,2289,ohc,four,110,1bbl,3.15,,9.0,86,5800,,33,9095
,102,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340,,four,108,mpfi,,2.64,9.0,,5200,,32,9960
0,?,bmw,gas,std,four,sedan,rwd,,110.0,197.0,70.9,56.3,3505,ohc,,209,mpfi,3.62,3.39,,182,5400,,20,36880
,,mercedes-benz,gas,std,two,hardtop,rwd,front,112.0,199.2,72.0,55.4,,ohcv,eight,304,mpfi,3.8,3.35,8.0,184,4500,14,16,45400
0,,nissan,gas,std,,sedan,fwd,front,100.4,181.7,66.5,55.1,3095,ohcv,six,181,mpfi,3.43,3.27,9.0,152,,17,22,13499
1,98,chevrolet,gas,std,,,,front,94.5,155.9,63.6,52.0,1874,ohc,four,,2bbl,3.03,3.11,9.6,70,5400,38,43,6295
0,161,peugot,diesel,turbo,four,,rwd,front,107.9,186.7,,56.7,,,four,152,idi,3.7,3.52,21.0,95,4150,28,33,
-1,65,toyota,gas,std,,sedan,,,102.4,175.6,66.5,,2326,,four,122,mpfi,3.31,3.54,8.7,92,4200,,34,8948
0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95,,28,33,17950
2,134,toyota,gas,,two,convertible,rwd,front,98.4,176.2,65.6,53.0,2975,,four,146,mpfi,,3.5,9.3,116,4800,24,,17669
2,164,audi,,std,four,sedan,fwd,front,99.8,176.6,66.2,54.3,2337,ohc,four,109,mpfi,3.19,3.4,10.0,102,5500,24,30,13950
3,?,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2921,ohc,four,156,,3.59,3.86,7.0,145,5000,19,24,
0,89,subaru,gas,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,25,31,10198
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900,31,36,5118
0,,,gas,std,four,wagon,rwd,front,114.2,198.9,68.4,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,16695
0,,mazda,gas,std,four,hatchback,fwd,front,98.8,177.8,66.5,55.5,2425,ohc,,122,2bbl,3.39,3.39,8.6,84,4800,26,32,11245
